name,food_name,ingredients
녹차마스카포네티라미수,녹차 마스카포네 티라미수 만들기! ,"['비스킷(Ladyfinger)', '설탕', '달걀', '마스카포네(약125g)', '녹차가루', '생크림', '우유']"
소시지김달걀말이,도시락반찬 소시지김달걀말이 만들기,"['소시지', '김밥용김', '달걀', '소금']"
전자렌지고구마계란빵,전자렌지 3분 계란빵,"['계란 빵 만들', '팬케이크 믹스', '소금', '락앤락통']"
꽈리고추메추리알장조림,꽈리고추메추리알장조림 메추리알장조림 ,"['메추리알', '꽈리고추', '생수', '간장', '설탕', '맛술', '올리고당', '다시마']"
블루베리요거트아이스크림,블루베리 요거트 아이스크림 ,"['아이스크림 믹스', '블루베리', '저지방 요거트']"
미니치즈김밥,미니 치즈김밥 맛있게 싸는 법,"['밥', '김밥용김', '김밥용단무지', '김밥용햄', '시금치', '당근', '달걀', '슬라이스치즈', '소금', '식용유', '통깨', '소금', '참기름', '소금', '통깨']"
어묵김치볶음밥,어묵 김치볶음밥,"['밥', '김치', '사각어묵', '달걀', '들기름', '포도씨유', '통깨']"
황태계란국해장국,속풀이 황태계란국 해장국 만들기,"['물', '계란', '소금', '후추', '황태채', '대파', '깨']"
딸기누드김밥,누드김밥 ,"['밥', '단무지', '당근', '달걀', '크래미', '시금치', '우엉', '참기름', '소금']"
묵은지스팸볶음밥,묵은지스팸볶음밥~간단한그릇!,"['묵은지', '스팸', '올리브유', '후추가루', '설탕', '참기름', '통깨']"
참치달걀토스트,참치 계란 토스트 만들기,"['참치 통조림', '양파', '피망', '당근', '달걀', '식빵', '딸기쨈', '케찹', '식용유', '소금', '후춧가루']"
육전누드김밥,경기미 참드림쌀 육전누드김밥,"['경기미 쌀 2인분', '돼지고기뒷다리살', '대파', '계란', '김밥김', '밥할때 소금', '맛술', '후추', '밀가루', '맛술', '후추', '소금', '진간장', '식초', '설탕', '참기름', '고추가루']"
무화과과일요거트,제철과일 청무화과 듬뿍담은 청무화과과일 요거트,"['플레인요거트', '청무화과', '오트밀', '바나나', '수박', '방울토마토', '까마중']"
냉이콩나물볶음밥,냉이 콩나물볶음밥,"['닭가슴살통조림', '콩나물', '냉이', '후랑크소시지', '굴소스', '간장', '대접밥', '물', '참기름', '깨소금']"
오징어먹물베이글샌드위치,먹물에 빠진 오징어,"['올리브유', '물엿', '흑설탕', '굴소스', '춘장', '통오징어', '데리야끼소스', '화이트와인', '버터', '케이준가루', '먹물파스타면', '우스터소스', '고추기름', '마늘', '양파', '대파', '날치알', '파마산치즈', '올리브유에 춘장을 넣고 볶아준후 굴소스', '물엿']"
채소달걀볶음밥,채소 달걀볶음밥과 나물 볶음라면,"['양파', '호박', '다진마늘', '고추', '파', '달걀', '밥', '식용유', '김치', '신라면', '삶아무친나물', '소금', '후추']"
고구마치즈프렌치토스트,치즈 프렌치 토스트 ,"['식빵', '슬라이스치즈', '달걀', '우유', '버터', '설탕', '소금']"
베이컨모짜렐라치즈토스트,TV요리) 통통한 베이컨 모짜렐라 치즈 토스트 ☆,"['식빵', '구워먹는 모짜렐라 치즈', '체다치즈 슬라이스', '베이컨', '샐러드 채소', '방울토마토', '버터']"
꽃게게살볶음밥,고소한 꽃게 게살 볶음밥,"['꽃게', '양파', '파프리카', '쪽파', '당근', '달걀', '후추', '소금', '굴소스', '깨소금', '밥', '식용유', '다진 마늘', '맛술(미림)']"
새우아보카도샌드위치,건강한 한끼! 쉬림프아보카도샌드위치/새우아보카도샌드위치,"['식빵', '로메인', '삶은달걀', '냉동새우', '아보카도', '양파', '홀그레인머스터드', '마요네즈', '후추', '레몬즙']"
에그감자모닝빵샌드위치,에그 감자 모닝빵 샌드위치 간식~*,"['달걀', '감자', '슬라이스아몬드', '마요네즈', '연유']"
치즈오믈렛베이글,치즈오믈렛 베이글 브런치 만들기,"['블루베리 베이글', '달걀', '우유', '소금', '후추', '파슬리가루', '모짜렐라치즈', '버터', '올리브유']"
당근시금치달걀말이,영양 만점!!!! 당근 시금치 계란말이,[]
닭가슴살오픈토스트,핑거푸드의 제격 ★ 닭가슴살오픈토스트 ★,"['통밀 빵', '삶은 닭가슴살', '체다치즈', '양상추', '크림치즈', '마요네즈', '다진 양파', '플레인 요거트', '레몬즙', '후추', '소금']"
고구마달걀토스트,고구마달걀토스트 - 재미있게 구멍뽕~ 달걀 품은 토스트,"['찐고구마', '우유', '올리고당', '달걀', '식빵', '체다치즈', '햄', '케찹', '마요네즈', '시럽']"
미니유자파운드케이크,미니 유자파운드케이크 만들기,"['무염버터', '설탕', '유자청', '계란', '박력분', '소금', '베이킹파우더', '레몬즙', '바닐라익스트랙']"
김치계란말이김밥,김치계란말이김밥,"['밥', '참기름', '소금', '김밥김', '깻잎', '달걀', '소금', '다진김치', '참기름', '설탕', '햄', '식용유']"
블루베리레몬요거트케이크,블루베리 레몬 요거트 케이크,"['우리밀', '베이킹 파우더', '소금', '머스코바도 설탕', '그릭요거트', '계란', '레몬제스트', '바닐라 익스트랙', '카놀라유', '냉동블루베리']"
중국식새우달걀볶음밥,♥[신혼밥상] 중국식 새우달걀볶음밥,"['쌀밥', '달걀', '대파', '다진마늘', '칵테일새우', '굴소스', '참기름', '통깨']"
바게트치즈프렌치토스트,#브런치메뉴 // 바게트 치즈 프렌치토스트 ,"['바게트빵', '계란', '슬라이스치즈', '버터', '딸기잼']"
베이컨에그토스트,베이컨 에그 토스트,"['달걀', '당근', '양파', '식빵', '베이컨', '버터', '올리브유', '허니머스타드']"
리코타치즈라자냐,리코타치즈필링으로 채운 라자냐면!!! 리코타치즈라자냐 ★ ,"['라자냐면', '토마토소스', '올리브유', '달걀', '리코타치즈', '그라노파다노치즈', '소금', '후추', '피자치즈', '크러쉬드페퍼']"
불고기계란김밥,도시락 ; 단무지 없는 불고기 계란 김밥,"['양념에 잰 불고기', '표고버섯 볶음', '맛살', '오이', '김', '밥', '소금', '참기름', '계란지단']"
스팸계란김밥,스팸계란김밥 만들기 ,"['밥', '김', '계란', '스팸', '깻잎장아찌', '맛술', '소금', '참기름', '연겨자', '매실원액']"
돌김계란말이,#돌김요리 #계란말이 #돌김계란말이만들기 #술안주겸 밥반찬이 돌김계란말이,"['돌 김', '계란', '소금', '콩기름']"
커피요거트스무디,뷰코 코코넛 커피 요거트 스무디,"['뷰코 코코넛 워터 오가닉', '플레인 요거트', '바나나', '오트밀', '원두커피 작은']"
소고기카레볶음밥,"[아기식단/아기소고기식단] ""홍양갱의 밤 - 실패 없는 소고기 카레 볶음밥""","['소고기다짐육', '양파', '애호박', '당근', '시금치', '멸치다시마육수', '카레가루', '밥 반', '참기름']"
쇠고기땡초김밥,꼬마김밥 - 쇠고기땡초김밥,"['다진 쇠고기', '청양고추', '밥', '김밥용 김', '청주', '소금', '후춧가루', '소금', '참기름', '통깨', '고추장', '설탕', '다진 마늘']"
봄동베이컨계란말이주먹밥,봄동이 들어가 봄기운 폴~폴~나는 봄동베이컨계란말이주먹밥&봄동베이컨볶음밥/봄동베이컨주먹밥(봄소풍도시락),"['다진 봄동', '다진당근', '다진 양파', '밥', '베이컨', '계란', '소금', '후추', '식용유', '검은깨']"
명란프리타타,명란프리타타 -이탈리안 오믈렛 프리타타와 명란의 만남♡,"['명란', '계란', '쪽파', '방울토마토', '버터', '마늘', '모짜렐라치즈']"
요구르트아이스크림,오디요구르트 아이스크림,"['플레인 요구르트', '오디엑기스', '동물성 생크림', '설탕(달게 드실분들은 설탕량을 더 늘려보세요)', '밀크커버춰', '토핑으로 얹어줄 슬라이스 아몬드', '초콜릿소스']"
고구마쌀롤케이크,"쌀베이킹, 쌀가루로 만든 고구마 쌀롤케이크 ","['쌀가루', '식용유', '달걀', '바닐라에센스', '고구마 큰거', '버터', '설탕', '메이플시럽', '단호박가루', '물엿']"
햄치즈계란토스트,햄치즈 계란토스트 만들기 든든하네요,"['식빵', '계란', '마요네즈', '체다치즈', '소금', '슬라이스햄', '토마토케찹', '모짜렐라치즈']"
치킨계란샌드위치,[닭고기달걀말이] 닭을 품은 달걀의 맛....,[]
명란치즈계란말이,명란치즈계란말이 만들기,"['명란', '계란', '피자치즈', '맛소금']"
크림치즈밤파운드케이크, 크림치즈 밤파운드케이크,"['크림치즈', '버터', '슈가파우더', '달걀', '베이킹파우더', '박력분', '밤다이스']"
불닭김밥전,불닭김밥전,"['불닭볶음면', '김', '스트링치즈', '즉석밥', '달걀', '밀가루']"
햄프씨드양배추샌드위치,햄프씨드양배추샌드위치,"['식빵', '양배추', '계란', '소금', '후추']"
브로콜리달걀말이,브로콜리 달걀말이,"['달걀', '브로콜리', '다시마물', '청주', '설탕', '소금', '식용유']"
파인애플새우볶음밥,파인애플 새우볶음밥 만드는 법,"['파인애플', '대파', '당근', '달걀', '칵테일새우']"
딸기프렌치토스트,딸기 프렌치토스트,"['식빵', '달걀', '딸기', '슈가파우더', '버터']"
청양초치즈달걀말이,"색다른 맛, 청양초 치즈 달걀말이","['달걀', '청양초', '붉은 고추', '치즈', '소금', '콩기름', '식초']"
초콜릿컵케이크,와인초콜릿컵케이크,"['박력분', '코코아가루', '베이킹파우더', '버터', '슈거파우더', '계란', '아이스와인', '크림치즈', '생크림', '슈거파우더', '바닐라분말']"
꿀달걀토스트,꿀달걀토스트,"['꿀', '식빵', '식용유', '카카오가루']"
스팸간장계란볶음밥,스팸 간장계란볶음밥,"['스팸', '간장', '계란', '참기름', '깨소금', '참치액', '밥']"
크림치즈당근케이크,당근케이크 만들기 (크램블과 크림치즈),"['다진당근', '중력분', '아몬드가루', '전분', '버터', '흰설탕', '코코넛설탕', '달걀', '바닐라에센스', '베이킹파우더', '소금', '박력분', '아몬드가루', '버터', '슈가파우더', '크림치즈', '생크림', '슈가파우더', '레몬즙']"
햄계란치즈꼬마김밥,아이가 좋아하는 김밥 햄계란치즈꼬마김밥 만들기 꼬마김밥레시피,"['김밥김', '김밥햄 170g', '계란', '식용유', '슬라이스치즈', '김밥용단무지', '밥', '참기름', '통깨', '소금']"
참치마요김밥말이,♥[신혼밥상] 참치마요김밥말이,"['참치캔', '밥', '도시락 김', '단무지', '마요네즈', '설탕', '간장', '통깨', '후춧가루']"
롤치즈야채계란말이,쭉쭉 늘어지는 치즈야채계란말이 만들었어요,"['계란', '양파', '대파', '깻잎', '모짜렐라치즈', '올리브유', '소금', '후추']"
닭가슴살메추리알장조림,닭가슴살메추리알장조림,"['닭가슴살', '깐메추리알', '대파', '물', '진간장', '매실청', '꿀', '참기름', '다진마늘', '통깨', '맛술']"
시금치꼬마김밥,[식약처] 시금치꼬마김밥,"['시금치', '밥', '당근', '단무지', '구운 김', '참기름', '참깨', '식용유', '소금', '후추']"
홍시요거트스무디,홍시 요거트 스무디,"['대봉홍시', '플레인요거트', '꿀/시럽/연유']"
칠리연어마늘볶음밥,칠리연어 마늘 볶음밥 ,"['밥', '칠리연어', '마늘', '데친브로콜리', '당근', '굴소스', '기름', '들기름']"
급식계란찜,급식계란찜,"['달걀', '다시마', '당근', '쪽파', '참기름', '다시물', '맛술', '소금']"
크림치즈딸기샌드위치,크림치즈 딸기 샌드위치,"['식빵', '딸기', '크림치즈']"
블루베리요거트샤벳,입안 가득 퍼지는 상큼함!! 블루베리 요거트 샤벳♥,"['냉동블루베리', '플레인요거트']"
굴소스소고기볶음밥,쇠고기굴소스볶음,"['쇠고기(한우)', '쥬키니호박', '홍파프리카', '마늘', '대파 줄기부분', '홍고추', '포도씨유', '청주', '허브솔트', '후춧가루', '소금', '굴소스', '통깨']"
훈제오리야채볶음밥,훈제 오리 야채볶음밥,"['찬밥', '완두콩', '양파', '당근', '훈제오리', '후추', '소금', '올리브오일']"
당근시금치계란말이,영양 만점!!!! 당근 시금치 계란말이,"['계란', '당근', '시금치', '소금', '참기름']"
파계란새우볶음밥,아침 식단 파 계란 새우 볶음밥 방학 메뉴 돌밥돌밥 집밥 메뉴,"['계란', '찬밥', '새우', '파', '굴소스', '올리브유', '파슬리가루']"
매운어묵김밥,매운 어묵김밥 만드는법 매운오뎅김밥 매운어묵볶음 양념 레시피,"['사각어묵', '청양고추', '고춧가루', '간장', '맛술', '다진마늘', '설탕', '올리고당', '후추', '통깨', '물', '밥 두공기', '참기름', '소금', '통깨', '김밥김', '단무지']"
돈까스클럽샌드위치,한그릇요리 수제돈까스로 만든 맛있는 돈까스클럽샌드위치,"['식빵', '돈까스', '방울토마토', '오이피클', '적양배추', '식용유', '슬라이스치즈', '돈까스소스', '마요네즈', '허니머스타드']"
새우베이컨볶음밥,새우볶음밥 : 새우볶음밥에 베이컨 넣어 맛있게 완성된 새우베이컨 볶음밥,"['대하', '베이컨', '당근', '애호박', '파', '계란', '굴소스', '버터']"
참치샐러드누드김밥,참치 샐러드 누드김밥~*,"['김', '참치캔', '당근', '양파 작은것', '피클', '오이', '마요네즈', '올리고당', '들기름', '소금']"
감자달걀말이밥,김치볶음 감자달걀말이밥 도시락,"['팝콘감자', '김치', '대파', '밥', '들기름', '후춧가루', '참기름', '달걀']"
삼색계란말이김밥,삼색계란말이 김밥,"['계란', '게맛살', '당근 4cm길이로', '시금치']"
바지락마늘볶음밥,바지락마늘볶음밥! (제철 해산물요리),"['밥', '바지락살', '마늘', '청양고추', '시판 직화 파기름 굴소스', '청주', '오일']"
감자계란치즈모닝빵샌드위치,모닝빵으로 감자에그샌드위치,"['모닝빵', '감자', '달걀', '오이', '마요네즈', '소금', '후추가루']"
닭가슴살카레볶음밥,닭가슴살카레볶음밥♡,"['닭가슴살', '양파', '당근', '애호박', '파프리카', '찬밥', '후추', '소금', '강항가루', '케찹', '깨', '아보카도오일']"
무화과모닝빵샌드위치,[무화과레시피]무화과모닝빵샌드위치,"['모닝빵', '무화과', '삶은계란', '오이', '파프리카', '플레인요거트', '소금', '꿀']"
종이컵계란빵,종이컵 계란빵 만들기,"['핫케이크가루', '우유', '달걀', '후리카케']"
두겹크래미계란말이,< 밥반찬 > 두겹 크래미 계란말이 ,"['크래미', '달걀', '당근']"
참치크림치즈김밥,<참치크림치즈김밥> ,"['김밥용김', '우엉조림', '단무지', '맛살', '김밥용햄 포함', '참치 150g', '당근', '계란 중간 사이즈', '오이', '크림치즈', '깻잎', '식용유', '쌀', '기름 뺀 통조림 참치 150g', '양파 중간사이즈', '마요네즈', '계란', '함초소금', '미림', '후춧가루', '참기름', '통깨', '검은깨', '함초소금']"
고구마치즈식빵푸딩,고구마 치즈 식빵푸딩 ,"['식빵', '고구마', '달걀', '우유+생크림', '건포도', '럼', '피자치즈', '시나몬 가루', '설탕']"
묵은지어묵김밥,묵은지어묵김밥...,"['김', '묵은지', '어묵', '밥', '참기름', '통깨', '맛간장', '고추가루', '맛술', '올리고당', '참기름', '참기름', '통깨']"
간장어묵김밥,도시락 간장어묵김밥 / 김밥,"['사각어묵', '김밥용 김', '밥', '참기름', '통깨', '소금', '식용유', '다진 마늘', '설탕', '간장', '액젓', '물', '참기름']"
감자샐러드모닝빵샌드위치,감자샐러드 모닝빵 샌드위치,"['삶은 감자', '다진 파프리카', '다진 양파', '다진 마늘쫑', '스위트콘', '크래미', '마요네즈', '소금', '후추', '모닝빵']"
햄치즈브레드푸딩,브런치로 어때?♥햄치즈브레드푸딩,"['식빵', '슬라이스치즈', '슬라이스햄', '양송이', '시금치', '달걀', '우유', '소금', '후추', '녹인버터']"
스페니쉬치즈오믈렛,화제의 오믈렛영상 2!!! 스페니쉬 치즈오믈렛 만들기 / 스페니쉬 오믈렛,"['계란', '케첩', '햄', '양파', '모짜렐라치즈']"
고구마달걀프리타타,보들보들 맛있는 고구마달걀 프리타타 ,"['찐고구마', '양파', '계란', '닭가슴살', '치즈', '연두']"
크랜베리요거트스콘,겉바속촉!! 크랜베리 요거트 스콘 만들기~,"['중력분', '베이킹파우더', '베이킹소다', '설탕', '소금', '버터', '크랜베리', '요거트', '우유']"
통계란김밥,통계란김밥 레시피 아이김밥 도시락메뉴 다이어트식단,"['계란', '김밥김', '밥', '소금', '참기름', '마요네즈', '스리라차소스', '식용유']"
브로콜리감자프리타타,브런치 메뉴 브로콜리 감자프리타타 - 달걀요리,"['달걀', '브로콜리', '감자', '베이컨', '양파', '치즈가루', '버터', '소금', '후춧가루']"
카프레제크로와상샌드위치, 카프레제 크로와상샌드위치,"['크로와상(큰 것)', '생모짜렐라치즈', '토마토', '바질', '다진 양파', '올리브유', '레몬즙', '소금', '꿀', '발사믹 식초', '바질 다진 것']"
참치땡초김밥,간단하게 싸먹는 김밥의 꿀조합 참치땡초김밥 & 묵은지 김밥,"['김밥김', '밥 햇반', '참기름', '깨소금', '참기름', '참치', '청양고추', '마요네즈', '단무지', '묵은지', '설탕', '깻잎', '계란']"
에그베이컨치즈토스트,[에그베이컨치즈 토스트 만드는 법]집에서도 쉽게 만들 수 있는 야식 간식 브런치 메뉴 토스트!!,"['토스트빵', '스위트콘 1큰술 또는', '계란', '체다치즈', '베이컨', '마요네즈', '마가린']"
딸기바나나요거트스무디,딸기스무디 만드는법 / 딸기요거트스무디 / 딸기바나나요거트스무디,"['생딸기', '냉동바나나', '플레인요거트(필요에 따라 우유첨가 가능)', '얼음', '믹서기']"
민트오레오치즈케이크,[노오븐] 민트 오레오 치즈케이크,"['오레오 가루', '녹인 버터', '실온 크림치즈', '설탕', '플레인 요거트', '민트 익스트랙', '레몬즙', '판 젤라틴', '파랑색 식용 색소', '초록색 식용 색소', '휘핑한 생크림']"
토스트에그샌드위치,초간단 원팬 토스트 에그샌드위치 만들기,"['식빵', '달걀', '설탕', '소금', '케챂', '치즈']"
군밤라떼,따끈한 군밤라떼,"['군밤', '우유', '꿀', '시나몬가루']"
연어삼각김밥,시금치 연어 주먹밥,"['CJ알래스카연어', '햇반', '시금치', '김', '백설참기름', '함초소금', '깨', '간장', '참기름', '소금', '까나리액젓', '백설스위트리자일로스설탕']"
몬테크리스토샌드위치,몬테크리스토샌드위치,"['식빵', '슬라이스햄', '체다슬라이스치즈', '달걀', '시나몬가루', '버터', '블루베리잼']"
키위오픈샌드위치,키위오픈샌드위치:모양까지 상콤해요~,"['식빵', '키위잼', '초코잼', '키위']"
단호박에그샌드위치,미니단호박으로 만드는 단호박에그샌드위치,"['단호박', '계란', '마요네즈', '슬라이스치즈', '설탕']"
큐브아이스카페라떼, 큐브 아이스 카페라떼 ,"['에스프레소', '차가운 물', '큐브 얼음', '우유', '큐브모양틀 에스프레소']"
블루베리아이스크림빙수,블루베리 아이스크림 빙수,"['블루베리 아이스크림', '우유얼음', '플레인요거트', '블루베리', '씨리얼', '연유', '우유', '생크림', '블루베리', '설탕', '계란노른자', '바닐라빈']"
그릭요거트블루베리,다이어트 간식 얼려 먹는 그릭요거트블루베리,"['그릭요거트', '올리고당', '블루베리']"
계란샌드위치덮밥,달걀샌드위치 -효리네 계란샌드위치,"['달걀', '식빵', '크림치즈', '마요네즈', '머스터드소스', '소금', '후춧가루']"
구기자메추리알장조림,약선요리 구기자메추리알장조림 ,"['메추리알', '꽈리고추', '다시마', '쇠고기', '구기자', '간장', '산야초발효액', '물']"
베이컨볶음밥퀘사디아,베이컨볶음밥퀘사디아,"['또띠아', '베이컨', '비엔나소세지', '양파', '버터', '칠리소스', '밥', '모짜렐라치즈', '마요네즈', '케첩']"
포켓에그샌드위치,포켓 에그 샌드위치,"['달걀', '감자小', '양파', '청피망', '홍피망', '식빵', '슬라이스치즈', '마요네즈', '머스터드소스', '소금', '후추']"
양배추에그샌드위치, [샌드위치레시피]추억의 양배추에그 샌드위치 ,"['식빵', '계란', '대파', '양파', '버터', '양배추', '당근', '딸기쨈', '케찹', '마요네즈', '식용유', '소금']"
복숭아레어치즈케이크,상큼한 복숭아 레어치즈케이크,"['크림치즈', '생크림', '우유', '레몬즙', '통밀비스킷', '버터', '황도통조림', '젤라틴 가루(판젤라틴)', '찬 물']"
해물계란탕,아침대용으로 든든한 해물 계란탕,"['해물믹스', '맛살', '달걀', '전분', '물', '소금', '후추', '혼다시']"
두부김치계란탕,아침국으로...두부김치계란탕,"['계란', '소금', '대파 초록부분', '다진 김치', '양파', '참기름', '두부', '다시마 멸치육수', '국간장', '소금', '후추']"
딸기요거트케이크,강아지 케이크와 요거트 딸기 롤케이크,"['달걀흰자', '설탕', '달걀노른자', '박력분', '생크림', '설탕', '플레인 요구르트', '물', '설탕', '럼주']"
시금치오믈렛프리타타,시금치 오믈렛 프리타타 만드는 법 시금치 프리타타 계란 에어프라이어 요리,"['달걀', '생크림', '그라나파다노치즈', '버터', '다진마늘', '시금치', '페퍼잭치즈', '토마토', '양파', '소시지']"
소시지계란김밥,소시지 계란김밥 레시피,"['김', '소시지', '밥', '계란', '당근', '맛술', '소금', '소금', '참기름']"
인절미티라미수,고소함을 느낄 수 있는 인절미티라미수,"['카스테라', '크림치즈', '생크림', '콩가루', '설탕', '인스턴트커피', '물', '콩가루']"
소시지프리타타,소시지 프리타타 ,"['소시지', '계란', '우유 or 생크림', '양파', '소금', '파']"
스크램블치즈오믈렛,[아이들 간식]스크램블 치즈 오믈렛 호텔조식에서 먹던 그 오믈렛,"['계란', '모짜렐라치즈', '체다치즈', '스모크 햄', '팽이버섯', '양파', '대파', '당근']"
블루베리바나나파운드케이크,블루베리 파운드케익 ,"['버터', '박력분', '계란', '블루베리', '베이킹파우더', '설탕', '소금', '꿀', '레몬즙']"
폭탄달걀찜,백종원 폭탄달걀찜,"['달걀', '파', '물', '소금', '설탕']"
가나슈초코케이크,미니 가나슈 초코케이크,"['달걀', '설탕', '녹인 버터', '식물성오일', '밀가루박력분', '코코아가루', '다크초콜릿', '생크림']"
호빵프리타타,호빵프리타타,"['호빵', '계란', '우유', '빵가루', '꿀', '소금']"
명란단호박계란찜,(대경명란 레시피공모) 명란 단호박 계란찜 한번 드셔보세요~!~ ,"['단호박', '명란젓', '건조 매생이', '깻잎', '계란', '피자치즈', '맛술']"
카레두부달걀찜,★노오븐 - 카레 두부달걀찜,"['두부', '달걀', '카레가루', '소금', '양파', '당근', '대파', '애호박']"
새우카레볶음밥,새우카레볶음밥 ♧간단요리♧,"['새우', '양파', '느타리버섯', '고추', '마늘', '달걀', '우유', '카레가루', '허브솔트']"
대파계란국,대파계란국,"['계란', '참치액', '국간장', '소금', '후춧가루', '대파']"
참치스팸김치볶음밥,혼자 든든한 한끼 맛있게 먹을 수 있는 참치스팸김치볶음밥,"['김치', '대파', '스팸', '계란', '알래스카연어', '양파', '밥', '참기름', '깨', '소금', '파슬리(취향에 따라)']"
양배추오믈렛,양배추오믈렛..,"['계란', '양배추', '소금', '모짜렐라치즈', '카놀라유', '케찹']"
녹차팥롤케이크,녹차 팥 롤케이크 ,"['계란', '설탕', '박력분', '옥수수전분', '녹차가루', '버터', '우유', '팥배기', '팥앙금', '생크림', '팥배기']"
감자햄치즈샌드위치,햄 치즈 샌드위치,"['양상추', '치커리', '햄', '치즈', '파프리카', '오이피클', '식빵', '머스터드소스', '마요네즈']"
돈가스베이글샌드위치,돈가스 베이글 샌드위치 ,"['베이글', '돈가스', '양상추', '토마토', '오이피클', '슬라이스 치즈', '마요네즈', '참깨소스', '핫소스']"
건체리핫케이크,건체리 핫케이크,"['핫케이크믹스', '계란', '우유', '카놀라유', '건 체리', '슈가파우더', '메이플 시럽']"
명이나물삼겹살김밥,대박럭셔뤼~명이나물 삼겹살김밥ㅋ,"['밥', '당근', '삼겹살', '오이', '단무지', '맛살', '명이나물', '깻잎', '상추', '햄', '계란']"
밤호박바나나라떼,"할로윈데이 요리, no설탕 밤호박 바나나 라떼 만들기","['밤호박', '바나나', '생강(생강절임)', '우유 머그컵', '시나몬가루']"
닭가슴살소세지깍두기볶음밥,닭가슴살 소세지 깍두기 볶음밥,"['파', '닭가슴살소세지', '깍두기', '찬밥(현미렌틸콩밥)', '코코넛오일', '김가루(자반)', '계란', '깍두기 국물', '들기름', '설탕']"
카레달걀볶음밥,카레달걀볶음밥 (계란볶음밥 / 카레볶음밥),"['찬밥', '달걀', '당근', '파(쪽파)', '부추', '카레가루']"
낫또오픈토스트,낫또 오픈 토스트 레시피,"['홀그레인 머스터드', '통밀 곡물 식빵', '슬라이스치즈', '낫또', '양파']"
건새우간장마늘볶음밥,초초간단 마성의 건새우 간장마늘 볶음밥,"['건새우', '간장', '설탕', '마늘 (편마늘)', '올리브유', '계란', '다진당근', '파', '소금']"
딸기팬케이크,딸기팬케이크,"['핫케이크가루', '우유', '딸기', '올리고당']"
구운가지리코타치즈말이,와인 안주로 좋은 구운가지 리코타치즈말이,"['가지', '리코타치즈 블럭', '올리브유', '토마토소스', '발사믹크림']"
햄치즈콘치즈토스트,콘햄치즈,"['옥수수콘', '햄', '버터', '양파', '체다치즈', '모짜렐라치즈', '마요네즈']"
패션후르츠앤파인애플생크림케이크,과일 생크림 케익 ,"['박력분', '코코아가루', '계란', '우유', '해바라기유', '꿀', '설탕', '생크림(가당)', '토핑용과일', '딸기다이스', '슈가파우더']"
햄말이참치김밥,햄말이 참치 김밥,"['공기밥', '슬라이스 햄', '참치 통조림', '크래미', '마요네즈']"
구운오픈토스트,구운 채소 올려 에어프라이어 한 번 더 구운 오픈 토스트,"['바게트', '파프리카', '주키니 호박', '새송이버섯', '가지', '바질 페스토', '발사믹 글레이즈', '모짜렐라 슈레드 치즈', '소금', '통후추', '올리브오일']"
채소프리타타,오믈렛 채소 프리타타,"['달걀', '햄', '파프리카', '양파', '애호박', '모짜렐라치즈', '소금', '로즈마리', '바질', '타임', '파마산 치즈가루', '후춧가루']"
오트밀바나나팬케이크,오트밀바나나 팬케이크 만들기 노밀가루 다이어트 팬케이크,"['오트밀', '바나나', '달걀', '두유', '비정제 사탕수수 설탕', '땅콩분태', '시나몬 가루']"
바나나초코케이크,바나나 초코 케이크,"['박력분', '무가당코코아가루', '베이킹파우더', '아몬드가루', '버터', '황설탕', '계란', '소금', '토핑용바나나', '바나나', '설탕', '물', '버터']"
구운계란하이라이스,구운 계란,['계란']
배추순두부계란탕,배추 순두부 계란탕~초스피드 완전 간단해요,"['연두부(큰거)', '배추', '대파', '계란', '청양고추', '사골육수', '다진마늘', '소금', '후추가루', '물']"
초코생크림케이크,초코생크림케이크,"['달걀', '밀가루', '코코아 가루', '설탕', '버터', '베이킹파우더']"
쇠고기누드김밥,쇠고기 누드김밥,"['쇠고기', '오이', '김밥용김', '맛살', '밥', '소금', '올리브유(식용유)', '단무지', '참기름', '마늘', '참기름', '간장', '후추', '소주', '꿀']"
밥새우계란찜,밥새우계란찜,"['밥새우', '계란', '다진 대파', '물', '소금', '소금']"
총각김치홍게살볶음밥,푹익은 총각무김치 볶음밥 ,"['총각무 계란', '햄', '밥', '참기름']"
오픈달걀토스트,TV요리 ) 오픈달걀토스트 넘나 간단하쟈나?,"['식빵', '베이컨', '달걀', '피자치즈', '파슬리 가루']"
두부계란볶음밥,두부계란볶음밥 만드는법 ,"['두부', '계란', '대파', '식용유', '간장']"
계란스팸볶음밥,5분 간단 계란 스팸 볶음밥 ,"['스팸', '계란', '밥', '굴소스']"
스팸깍두기볶음밥,스팸 깍두기 볶음밥 만드는법 백종원 김치볶음밥,"['밥', '깍두기', '스팸', '대파', '김치 국물', '계란', '통깨', '포도씨유', '진간장', '고추가루', '황설탕']"
콩바스크치즈케이크,정식품 콩국물 - 콩바스크치즈케이크 ,"['크림치즈', '진한 콩국물', '진한 검은콩 콩국물', '생크림', '바닐라설탕', '설탕', '달걀', '소금', '레몬즙', '전분', '높은 라운드틀 1호']"
그릭요거트바트,그릭요거트 만들기 맛있게 그릭요거트먹는법,"['우유', '농후발효유 또는 요거트스타터']"
햄총각김치볶음밥,백파더 햄총각김치볶음밥,"['총각무', '식초', '캔햄', '식용유', '황설탕', '양조간장', '고춧가루', '물', '밥', '계란']"
